unit,year,semester,campus,mode,aspect_type,aspect,strong_agree,agree,neutral,disagree,strong_disagree,mean,median
FIT1033,2016,OCT,MA,DAY,U,1,5,9,1,0,0,4.27,4.22
FIT1033,2016,OCT,MA,DAY,U,2,4,10,1,0,0,4.20,4.15
FIT1033,2016,OCT,MA,DAY,U,3,9,5,1,0,0,4.53,4.67
FIT1033,2016,OCT,MA,DAY,U,4,4,8,2,0,0,4.14,4.13
FIT1033,2016,OCT,MA,DAY,U,5,4,8,2,0,0,4.14,4.13
FIT1033,2016,OCT,MA,DAY,U,6,5,8,2,0,0,4.20,4.19
FIT1033,2016,OCT,MA,DAY,U,7,6,9,0,0,0,4.40,4.33
FIT1033,2016,OCT,MA,DAY,U,8,6,8,1,0,0,4.33,4.31
FIT1033,2016,OCT,MA,DAY,F,1,0,9,0,0,0,4.40,4.33
FIT1033,2016,OCT,MA,DAY,F,2,0,7,2,0,0,3.93,4.14
FIT1033,2016,OCT,MA,DAY,F,3,0,6,7,0,1,3.40,3.43
FIT1033,2016,OCT,MA,DAY,F,4,0,6,1,0,0,4.47,4.56
FIT1033,2016,OCT,MA,DAY,F,5,0,6,3,0,0,3.53,3.92
FIT1045,2016,OCT,MA,DAY,U,1,4,15,1,0,0,4.15,4.10
FIT1045,2016,OCT,MA,DAY,U,2,4,11,3,1,0,3.95,4.00
FIT1045,2016,OCT,MA,DAY,U,3,4,14,2,0,0,4.10,4.07
FIT1045,2016,OCT,MA,DAY,U,4,3,12,5,0,0,3.90,3.92
FIT1045,2016,OCT,MA,DAY,U,5,6,9,5,0,0,4.05,4.06
FIT1045,2016,OCT,MA,DAY,U,6,6,10,3,0,0,4.16,4.15
FIT1045,2016,OCT,MA,DAY,U,7,8,9,3,0,0,4.25,4.28
FIT1045,2016,OCT,MA,DAY,U,8,5,11,4,0,0,4.05,4.05
FIT1045,2016,OCT,MA,DAY,F,1,0,11,2,1,0,4.10,4.14
FIT1045,2016,OCT,MA,DAY,F,2,0,10,6,0,0,3.65,3.80
FIT1045,2016,OCT,MA,DAY,F,3,0,12,4,1,0,3.85,3.92
FIT1045,2016,OCT,MA,DAY,F,4,0,8,4,1,0,4.05,4.13
FIT1045,2016,OCT,MA,DAY,F,5,0,8,6,0,0,3.75,3.88
FIT5057,2016,SSB,CA,DAY,U,1,16,20,3,0,0,4.33,4.33
FIT5057,2016,SSB,CA,DAY,U,2,14,14,9,2,0,4.03,4.11
FIT5057,2016,SSB,CA,DAY,U,3,15,20,3,1,0,4.26,4.28
FIT5057,2016,SSB,CA,DAY,U,4,16,16,6,1,0,4.21,4.28
FIT5057,2016,SSB,CA,DAY,U,5,14,20,2,2,0,4.21,4.25
FIT5057,2016,SSB,CA,DAY,U,6,18,16,4,1,0,4.31,4.41
FIT5057,2016,SSB,CA,DAY,U,7,22,14,3,0,0,4.49,4.61
FIT5057,2016,SSB,CA,DAY,U,8,15,18,5,1,0,4.21,4.25
FIT5057,2016,SSB,CA,DAY,F,1,0,18,1,0,0,4.49,4.53
FIT5057,2016,SSB,CA,DAY,F,2,0,14,8,2,0,4.08,4.18
FIT5057,2016,SSB,CA,DAY,F,3,0,18,7,1,0,4.10,4.14
FIT5057,2016,SSB,CA,DAY,F,4,0,13,5,0,1,4.31,4.53
FIT5057,2016,SSB,CA,DAY,F,5,0,14,4,5,0,4.05,4.25
FIT1008,2016,S2,CL,DAY,U,1,28,38,10,3,1,4.11,4.18
FIT1008,2016,S2,CL,DAY,U,2,20,32,17,9,2,3.74,3.88
FIT1008,2016,S2,CL,DAY,U,3,34,38,2,3,2,4.25,4.36
FIT1008,2016,S2,CL,DAY,U,4,24,31,11,8,2,3.88,4.05
FIT1008,2016,S2,CL,DAY,U,5,21,39,13,4,3,3.89,4.01
FIT1008,2016,S2,CL,DAY,U,6,29,34,12,2,3,4.05,4.18
FIT1008,2016,S2,CL,DAY,U,7,32,38,6,1,3,4.19,4.29
FIT1008,2016,S2,CL,DAY,U,8,25,36,12,4,3,3.95,4.08
FIT1008,2016,S2,CL,DAY,F,1,0,39,6,5,1,4.13,4.22
FIT1008,2016,S2,CL,DAY,F,2,0,40,16,6,1,3.83,3.93
FIT1008,2016,S2,CL,DAY,F,3,0,26,16,12,6,3.53,3.73
FIT1008,2016,S2,CL,DAY,F,4,0,29,13,1,4,4.08,4.26
FIT1008,2016,S2,CL,DAY,F,5,0,19,20,7,5,3.41,3.48
FIT1008,2016,S2,MA,DAY,U,1,14,27,6,5,2,3.85,4.02
FIT1008,2016,S2,MA,DAY,U,2,8,18,17,5,6,3.31,3.44
FIT1008,2016,S2,MA,DAY,U,3,14,28,8,3,1,3.94,4.04
FIT1008,2016,S2,MA,DAY,U,4,12,22,15,2,2,3.75,3.84
FIT1008,2016,S2,MA,DAY,U,5,8,27,13,3,2,3.68,3.81
FIT1008,2016,S2,MA,DAY,U,6,17,25,10,1,0,4.09,4.12
FIT1008,2016,S2,MA,DAY,U,7,22,23,8,0,0,4.26,4.30
FIT1008,2016,S2,MA,DAY,U,8,9,28,12,4,1,3.74,3.86
FIT1008,2016,S2,MA,DAY,F,1,0,29,6,2,0,4.13,4.16
FIT1008,2016,S2,MA,DAY,F,2,0,28,9,5,0,3.87,3.96
FIT1008,2016,S2,MA,DAY,F,3,0,19,15,9,6,3.15,3.30
FIT1008,2016,S2,MA,DAY,F,4,0,23,10,2,2,3.94,4.07
FIT1008,2016,S2,MA,DAY,F,5,0,16,19,2,2,3.49,3.47
FIT1033,2016,S2,MA,DAY,U,1,10,19,3,0,0,4.22,4.18
FIT1033,2016,S2,MA,DAY,U,2,11,15,3,3,0,4.06,4.17
FIT1033,2016,S2,MA,DAY,U,3,11,17,2,1,0,4.23,4.24
FIT1033,2016,S2,MA,DAY,U,4,6,14,10,2,0,3.75,3.79
FIT1033,2016,S2,MA,DAY,U,5,7,22,3,0,0,4.13,4.09
FIT1033,2016,S2,MA,DAY,U,6,9,16,7,0,0,4.06,4.06
FIT1033,2016,S2,MA,DAY,U,7,13,14,4,1,0,4.22,4.29
FIT1033,2016,S2,MA,DAY,U,8,8,20,4,0,0,4.13,4.10
FIT1033,2016,S2,MA,DAY,F,1,0,17,3,0,0,4.28,4.26
FIT1033,2016,S2,MA,DAY,F,2,0,18,4,1,0,4.06,4.08
FIT1033,2016,S2,MA,DAY,F,3,0,12,16,2,0,3.44,3.38
FIT1033,2016,S2,MA,DAY,F,4,0,17,5,0,0,4.16,4.15
FIT1033,2016,S2,MA,DAY,F,5,0,15,11,0,0,3.63,3.67
FIT1045,2016,S2,CL,DAY,U,1,19,30,7,3,0,4.10,4.15
FIT1045,2016,S2,CL,DAY,U,2,19,24,10,5,1,3.93,4.06
FIT1045,2016,S2,CL,DAY,U,3,22,23,8,5,1,4.02,4.17
FIT1045,2016,S2,CL,DAY,U,4,8,24,18,9,0,3.53,3.60
FIT1045,2016,S2,CL,DAY,U,5,12,24,16,4,3,3.64,3.77
FIT1045,2016,S2,CL,DAY,U,6,16,23,13,5,2,3.78,3.91
FIT1045,2016,S2,CL,DAY,U,7,24,22,10,3,0,4.14,4.25
FIT1045,2016,S2,CL,DAY,U,8,17,23,11,6,2,3.80,3.96
FIT1045,2016,S2,CL,DAY,F,1,0,28,7,2,0,4.19,4.23
FIT1045,2016,S2,CL,DAY,F,2,0,29,10,6,1,3.78,3.91
FIT1045,2016,S2,CL,DAY,F,3,0,24,11,2,1,4.05,4.15
FIT1045,2016,S2,CL,DAY,F,4,0,15,16,4,4,3.73,3.87
FIT1045,2016,S2,CL,DAY,F,5,0,13,20,9,1,3.50,3.40
FIT1045,2016,S2,MA,DAY,U,1,2,15,11,3,0,3.52,3.60
FIT1045,2016,S2,MA,DAY,U,2,3,10,8,9,1,3.16,3.19
FIT1045,2016,S2,MA,DAY,U,3,3,19,6,3,0,3.71,3.84
FIT1045,2016,S2,MA,DAY,U,4,1,5,14,8,2,2.83,2.86
FIT1045,2016,S2,MA,DAY,U,5,2,8,12,7,2,3.03,3.04
FIT1045,2016,S2,MA,DAY,U,6,2,9,13,6,1,3.16,3.15
FIT1045,2016,S2,MA,DAY,U,7,12,12,4,3,0,4.06,4.21
FIT1045,2016,S2,MA,DAY,U,8,2,8,11,5,5,2.90,3.00
FIT1045,2016,S2,MA,DAY,F,1,0,20,7,2,0,3.71,3.83
FIT1045,2016,S2,MA,DAY,F,2,0,10,8,7,1,3.30,3.38
FIT1045,2016,S2,MA,DAY,F,3,0,14,11,4,0,3.45,3.54
FIT1045,2016,S2,MA,DAY,F,4,0,14,7,2,3,3.52,3.75
FIT1045,2016,S2,MA,DAY,F,5,0,3,14,7,1,2.93,2.89
FIT2073,2016,S2,CA,DAY,U,1,7,2,1,0,0,4.60,4.79
FIT2073,2016,S2,CA,DAY,U,2,7,2,1,0,0,4.60,4.79
FIT2073,2016,S2,CA,DAY,U,3,8,1,1,0,0,4.70,4.88
FIT2073,2016,S2,CA,DAY,U,4,6,3,1,0,0,4.50,4.67
FIT2073,2016,S2,CA,DAY,U,5,5,3,1,0,0,4.44,4.60
FIT2073,2016,S2,CA,DAY,U,6,7,2,1,0,0,4.60,4.79
FIT2073,2016,S2,CA,DAY,U,7,7,2,1,0,0,4.60,4.79
FIT2073,2016,S2,CA,DAY,U,8,8,1,1,0,0,4.70,4.88
FIT2073,2016,S2,CA,DAY,F,1,0,1,1,0,0,4.70,4.88
FIT2073,2016,S2,CA,DAY,F,2,0,3,2,0,0,4.13,4.17
FIT2073,2016,S2,CA,DAY,F,3,0,2,1,0,0,4.60,4.79
FIT2073,2016,S2,CA,DAY,F,4,0,1,1,0,0,4.67,4.86
FIT2073,2016,S2,CA,DAY,F,5,0,2,1,0,0,4.43,4.63
FIT2073,2016,S2,CL,DAY,U,1,23,9,5,0,0,4.49,4.70
FIT2073,2016,S2,CL,DAY,U,2,22,11,5,0,0,4.45,4.64
FIT2073,2016,S2,CL,DAY,U,3,23,12,2,1,0,4.50,4.67
FIT2073,2016,S2,CL,DAY,U,4,22,13,2,1,0,4.47,4.64
FIT2073,2016,S2,CL,DAY,U,5,18,15,2,2,0,4.32,4.47
FIT2073,2016,S2,CL,DAY,U,6,25,10,3,0,0,4.58,4.74
FIT2073,2016,S2,CL,DAY,U,7,26,11,1,0,0,4.66,4.77
FIT2073,2016,S2,CL,DAY,U,8,24,11,2,1,0,4.53,4.71
FIT2073,2016,S2,CL,DAY,F,1,0,12,3,0,0,4.53,4.67
FIT2073,2016,S2,CL,DAY,F,2,0,18,3,2,0,4.19,4.25
FIT2073,2016,S2,CL,DAY,F,3,0,17,4,1,0,4.26,4.32
FIT2073,2016,S2,CL,DAY,F,4,0,11,1,0,0,4.66,4.77
FIT2073,2016,S2,CL,DAY,F,5,0,15,6,0,0,4.13,4.13
FIT5057,2016,S2,CA,EVENING,U,1,44,57,20,4,9,3.92,4.10
FIT5057,2016,S2,CA,EVENING,U,2,35,52,18,10,20,3.53,3.88
FIT5057,2016,S2,CA,EVENING,U,3,42,50,23,8,11,3.78,4.00
FIT5057,2016,S2,CA,EVENING,U,4,41,57,20,7,8,3.87,4.05
FIT5057,2016,S2,CA,EVENING,U,5,36,53,29,8,7,3.77,3.92
FIT5057,2016,S2,CA,EVENING,U,6,37,64,20,4,9,3.87,4.03
FIT5057,2016,S2,CA,EVENING,U,7,60,53,16,1,4,4.22,4.37
FIT5057,2016,S2,CA,EVENING,U,8,33,57,21,8,15,3.63,3.90
FIT5057,2016,S2,CA,EVENING,F,1,0,68,16,0,5,4.10,4.18
FIT5057,2016,S2,CA,EVENING,F,2,0,55,30,6,6,3.81,3.94
FIT5057,2016,S2,CA,EVENING,F,3,0,57,27,9,5,3.82,3.96
FIT5057,2016,S2,CA,EVENING,F,4,0,59,20,4,9,3.89,4.07
FIT5057,2016,S2,CA,EVENING,F,5,0,48,35,8,5,3.71,3.81
FIT5057,2016,S2,CA,ONLINE,U,1,2,1,0,1,1,3.40,4.00
FIT5057,2016,S2,CA,ONLINE,U,2,1,1,1,1,1,3.00,3.00
FIT5057,2016,S2,CA,ONLINE,U,3,1,2,1,0,1,3.40,3.75
FIT5057,2016,S2,CA,ONLINE,U,4,1,2,1,0,1,3.40,3.75
FIT5057,2016,S2,CA,ONLINE,U,5,1,1,3,0,0,3.60,3.33
FIT5057,2016,S2,CA,ONLINE,U,6,1,2,1,0,1,3.40,3.75
FIT5057,2016,S2,CA,ONLINE,U,7,4,1,0,0,0,4.80,4.88
FIT5057,2016,S2,CA,ONLINE,U,8,1,1,1,1,1,3.00,3.00
FIT5057,2016,S2,CA,ONLINE,F,1,0,2,2,0,0,3.80,3.75
FIT5057,2016,S2,CA,ONLINE,F,2,0,0,4,0,0,3.40,3.13
FIT5057,2016,S2,CA,ONLINE,F,3,0,1,3,0,0,3.60,3.33
FIT5057,2016,S2,CA,ONLINE,F,4,0,2,0,2,0,3.40,3.75
FIT5057,2016,S2,CA,ONLINE,F,5,0,1,0,2,1,2.80,2.25
FIT5057,2016,S2,MA,EVENING,U,1,2,3,0,0,0,4.40,4.33
FIT5057,2016,S2,MA,EVENING,U,2,1,1,0,2,1,2.80,2.25
FIT5057,2016,S2,MA,EVENING,U,3,1,2,2,0,0,3.80,3.75
FIT5057,2016,S2,MA,EVENING,U,4,1,1,1,1,1,3.00,3.00
FIT5057,2016,S2,MA,EVENING,U,5,2,2,1,0,0,4.20,4.25
FIT5057,2016,S2,MA,EVENING,U,6,2,2,1,0,0,4.20,4.25
FIT5057,2016,S2,MA,EVENING,U,7,2,2,1,0,0,4.20,4.25
FIT5057,2016,S2,MA,EVENING,U,8,3,0,1,1,0,4.00,4.67
FIT5057,2016,S2,MA,EVENING,F,1,0,2,0,0,0,4.60,4.67
FIT5057,2016,S2,MA,EVENING,F,2,0,4,1,0,0,3.80,3.88
FIT5057,2016,S2,MA,EVENING,F,3,0,3,0,1,0,3.80,4.00
FIT5057,2016,S2,MA,EVENING,F,4,0,4,0,0,0,4.20,4.13
FIT5057,2016,S2,MA,EVENING,F,5,0,2,0,0,0,4.00,4.00
FIT1033,2017,OCT,MA,DAY,U,1,9,12,1,0,0,4.36,4.33
FIT1033,2017,OCT,MA,DAY,U,2,7,13,2,0,0,4.23,4.19
FIT1033,2017,OCT,MA,DAY,U,3,9,12,1,0,0,4.36,4.33
FIT1033,2017,OCT,MA,DAY,U,4,7,11,3,1,0,4.09,4.14
FIT1033,2017,OCT,MA,DAY,U,5,8,11,2,1,0,4.18,4.23
FIT1033,2017,OCT,MA,DAY,U,6,10,10,2,0,0,4.36,4.40
FIT1033,2017,OCT,MA,DAY,U,7,12,9,1,0,0,4.50,4.58
FIT1033,2017,OCT,MA,DAY,U,8,12,8,1,1,0,4.41,4.58
FIT1033,2017,OCT,MA,DAY,F,1,0,9,1,0,0,4.45,4.50
FIT1033,2017,OCT,MA,DAY,F,2,0,10,2,0,0,4.33,4.35
FIT1033,2017,OCT,MA,DAY,F,3,0,11,3,3,0,3.82,3.95
FIT1033,2017,OCT,MA,DAY,F,4,0,12,1,0,0,4.36,4.33
FIT1033,2017,OCT,MA,DAY,F,5,0,6,8,1,0,3.41,3.50
FIT1045,2017,OCT,MA,DAY,U,1,7,19,9,2,2,3.69,3.84
FIT1045,2017,OCT,MA,DAY,U,2,10,19,8,0,1,3.97,4.03
FIT1045,2017,OCT,MA,DAY,U,3,12,18,5,1,3,3.90,4.08
FIT1045,2017,OCT,MA,DAY,U,4,9,16,10,2,1,3.79,3.88
FIT1045,2017,OCT,MA,DAY,U,5,8,19,6,3,2,3.74,3.92
FIT1045,2017,OCT,MA,DAY,U,6,13,16,7,2,1,3.97,4.09
FIT1045,2017,OCT,MA,DAY,U,7,14,20,4,0,1,4.18,4.23
FIT1045,2017,OCT,MA,DAY,U,8,9,19,6,3,2,3.77,3.95
FIT1045,2017,OCT,MA,DAY,F,1,0,23,2,2,1,4.05,4.13
FIT1045,2017,OCT,MA,DAY,F,2,0,23,6,0,0,3.85,4.00
FIT1045,2017,OCT,MA,DAY,F,3,0,18,7,2,2,3.82,3.97
FIT1045,2017,OCT,MA,DAY,F,4,0,20,9,0,0,4.03,4.03
FIT1045,2017,OCT,MA,DAY,F,5,0,15,9,6,1,3.46,3.67
FIT5057,2017,SSB,CA,ON-CAMPUS,U,1,15,21,8,1,0,4.11,4.14
FIT5057,2017,SSB,CA,ON-CAMPUS,U,2,14,22,6,2,1,4.02,4.11
FIT5057,2017,SSB,CA,ON-CAMPUS,U,3,13,26,4,2,0,4.11,4.13
FIT5057,2017,SSB,CA,ON-CAMPUS,U,4,13,23,6,3,0,4.02,4.09
FIT5057,2017,SSB,CA,ON-CAMPUS,U,5,12,23,7,2,1,3.96,4.04
FIT5057,2017,SSB,CA,ON-CAMPUS,U,6,13,23,8,1,0,4.07,4.09
FIT5057,2017,SSB,CA,ON-CAMPUS,U,7,18,23,4,0,0,4.31,4.30
FIT5057,2017,SSB,CA,ON-CAMPUS,U,8,14,18,10,3,0,3.96,4.03
FIT5057,2017,SSB,CA,ON-CAMPUS,F,1,0,25,1,1,0,4.33,4.32
FIT5057,2017,SSB,CA,ON-CAMPUS,F,2,0,25,5,1,1,4.07,4.12
FIT5057,2017,SSB,CA,ON-CAMPUS,F,3,0,17,13,3,1,3.76,3.82
FIT5057,2017,SSB,CA,ON-CAMPUS,F,4,0,23,7,2,1,3.96,4.04
FIT5057,2017,SSB,CA,ON-CAMPUS,F,5,0,19,9,1,1,4.02,4.11
FIT1008,2017,S1,CL,DAY,U,1,24,19,3,3,0,4.31,4.47
FIT1008,2017,S1,CL,DAY,U,2,12,25,9,3,0,3.94,4.00
FIT1008,2017,S1,CL,DAY,U,3,22,19,7,0,0,4.31,4.39
FIT1008,2017,S1,CL,DAY,U,4,19,18,6,4,1,4.04,4.22
FIT1008,2017,S1,CL,DAY,U,5,18,23,7,0,0,4.23,4.24
FIT1008,2017,S1,CL,DAY,U,6,20,21,7,0,0,4.27,4.31
FIT1008,2017,S1,CL,DAY,U,7,28,14,3,2,0,4.45,4.66
FIT1008,2017,S1,CL,DAY,U,8,18,21,5,4,0,4.10,4.21
FIT1008,2017,S1,CL,DAY,F,1,0,26,6,0,0,4.22,4.21
FIT1008,2017,S1,CL,DAY,F,2,0,18,11,3,0,3.90,4.03
FIT1008,2017,S1,CL,DAY,F,3,0,16,12,5,4,3.52,3.69
FIT1008,2017,S1,CL,DAY,F,4,0,19,6,1,1,4.22,4.37
FIT1008,2017,S1,CL,DAY,F,5,0,16,14,5,2,3.22,3.46
FIT1008,2017,S1,MA,DAY,U,1,9,19,4,0,0,4.16,4.13
FIT1008,2017,S1,MA,DAY,U,2,6,14,7,3,2,3.59,3.79
FIT1008,2017,S1,MA,DAY,U,3,12,13,5,2,0,4.09,4.19
FIT1008,2017,S1,MA,DAY,U,4,8,17,7,0,0,4.03,4.03
FIT1008,2017,S1,MA,DAY,U,5,9,15,6,1,0,4.03,4.07
FIT1008,2017,S1,MA,DAY,U,6,11,17,3,1,0,4.19,4.21
FIT1008,2017,S1,MA,DAY,U,7,11,15,5,1,0,4.13,4.17
FIT1008,2017,S1,MA,DAY,U,8,9,14,4,5,0,3.84,4.00
FIT1008,2017,S1,MA,DAY,F,1,0,20,2,1,0,4.16,4.15
FIT1008,2017,S1,MA,DAY,F,2,0,16,7,1,0,3.81,3.94
FIT1008,2017,S1,MA,DAY,F,3,0,11,11,6,2,3.16,3.23
FIT1008,2017,S1,MA,DAY,F,4,0,15,4,0,1,4.16,4.23
FIT1008,2017,S1,MA,DAY,F,5,0,9,13,1,0,3.34,3.42
FIT1033,2017,S1,CL,DAY,U,1,53,63,9,0,0,4.35,4.35
FIT1033,2017,S1,CL,DAY,U,2,55,59,10,1,0,4.34,4.37
FIT1033,2017,S1,CL,DAY,U,3,59,58,6,1,0,4.41,4.45
FIT1033,2017,S1,CL,DAY,U,4,38,63,16,3,1,4.11,4.14
FIT1033,2017,S1,CL,DAY,U,5,47,57,18,2,0,4.20,4.24
FIT1033,2017,S1,CL,DAY,U,6,61,52,11,0,0,4.40,4.48
FIT1033,2017,S1,CL,DAY,U,7,53,52,19,0,0,4.27,4.33
FIT1033,2017,S1,CL,DAY,U,8,60,51,9,1,1,4.38,4.48
FIT1033,2017,S1,CL,DAY,F,1,0,54,6,1,0,4.44,4.52
FIT1033,2017,S1,CL,DAY,F,2,0,65,14,0,0,4.21,4.22
FIT1033,2017,S1,CL,DAY,F,3,0,64,26,6,0,3.92,3.97
FIT1033,2017,S1,CL,DAY,F,4,0,45,2,0,1,4.58,4.69
FIT1033,2017,S1,CL,DAY,F,5,0,33,53,2,0,3.16,3.32
FIT1033,2017,S1,MA,DAY,U,1,10,16,1,0,0,4.33,4.28
FIT1033,2017,S1,MA,DAY,U,2,11,15,1,0,0,4.37,4.33
FIT1033,2017,S1,MA,DAY,U,3,12,10,4,0,0,4.31,4.40
FIT1033,2017,S1,MA,DAY,U,4,7,10,7,0,0,4.00,4.00
FIT1033,2017,S1,MA,DAY,U,5,8,14,4,1,0,4.07,4.11
FIT1033,2017,S1,MA,DAY,U,6,12,12,2,1,0,4.30,4.38
FIT1033,2017,S1,MA,DAY,U,7,12,13,1,1,0,4.33,4.38
FIT1033,2017,S1,MA,DAY,U,8,10,15,0,2,0,4.22,4.27
FIT1033,2017,S1,MA,DAY,F,1,0,11,4,0,0,4.30,4.36
FIT1033,2017,S1,MA,DAY,F,2,0,8,6,0,0,4.07,4.31
FIT1033,2017,S1,MA,DAY,F,3,0,10,7,3,2,3.42,3.60
FIT1033,2017,S1,MA,DAY,F,4,0,10,4,0,0,4.33,4.45
FIT1033,2017,S1,MA,DAY,F,5,0,9,13,1,0,3.22,3.31
FIT1045,2017,S1,CL,DAY,U,1,39,112,43,26,4,3.70,3.85
FIT1045,2017,S1,CL,DAY,U,2,76,88,40,15,6,3.95,4.09
FIT1045,2017,S1,CL,DAY,U,3,63,99,43,13,7,3.88,4.00
FIT1045,2017,S1,CL,DAY,U,4,41,67,71,20,17,3.44,3.50
FIT1045,2017,S1,CL,DAY,U,5,38,78,66,23,14,3.47,3.58
FIT1045,2017,S1,CL,DAY,U,6,49,105,36,20,8,3.77,3.93
FIT1045,2017,S1,CL,DAY,U,7,90,91,32,9,3,4.14,4.25
FIT1045,2017,S1,CL,DAY,U,8,46,85,51,20,23,3.49,3.72
FIT1045,2017,S1,CL,DAY,F,1,0,126,23,17,5,3.93,4.04
FIT1045,2017,S1,CL,DAY,F,2,0,65,77,32,12,3.31,3.34
FIT1045,2017,S1,CL,DAY,F,3,0,76,49,32,15,3.54,3.72
FIT1045,2017,S1,CL,DAY,F,4,0,98,36,22,13,3.70,3.91
FIT1045,2017,S1,CL,DAY,F,5,0,65,78,46,13,2.96,3.06
FIT1045,2017,S1,MA,DAY,U,1,17,44,7,2,1,4.04,4.08
FIT1045,2017,S1,MA,DAY,U,2,11,48,7,4,1,3.90,3.99
FIT1045,2017,S1,MA,DAY,U,3,24,36,7,2,0,4.19,4.21
FIT1045,2017,S1,MA,DAY,U,4,11,28,23,5,1,3.63,3.68
FIT1045,2017,S1,MA,DAY,U,5,7,38,16,6,3,3.57,3.76
FIT1045,2017,S1,MA,DAY,U,6,13,36,15,2,2,3.82,3.92
FIT1045,2017,S1,MA,DAY,U,7,27,35,7,0,1,4.24,4.27
FIT1045,2017,S1,MA,DAY,U,8,14,41,14,2,0,3.94,3.98
FIT1045,2017,S1,MA,DAY,F,1,0,48,5,0,0,4.18,4.14
FIT1045,2017,S1,MA,DAY,F,2,0,36,14,4,4,3.56,3.82
FIT1045,2017,S1,MA,DAY,F,3,0,32,18,8,1,3.65,3.77
FIT1045,2017,S1,MA,DAY,F,4,0,37,9,3,1,4.04,4.11
FIT1045,2017,S1,MA,DAY,F,5,0,24,29,5,1,3.15,3.31
FIT2096,2017,S1,CL,DAY,U,1,24,19,5,0,0,4.40,4.50
FIT2096,2017,S1,CL,DAY,U,2,31,16,1,0,0,4.63,4.73
FIT2096,2017,S1,CL,DAY,U,3,33,12,2,0,0,4.66,4.79
FIT2096,2017,S1,CL,DAY,U,4,22,21,4,1,0,4.33,4.40
FIT2096,2017,S1,CL,DAY,U,5,23,20,4,1,0,4.35,4.45
FIT2096,2017,S1,CL,DAY,U,6,25,19,4,0,0,4.44,4.54
FIT2096,2017,S1,CL,DAY,U,7,25,16,7,0,0,4.38,4.54
FIT2096,2017,S1,CL,DAY,U,8,27,12,8,1,0,4.35,4.61
FIT2096,2017,S1,CL,DAY,F,1,0,17,3,0,0,4.52,4.64
FIT2096,2017,S1,CL,DAY,F,2,0,20,5,1,0,4.21,4.35
FIT2096,2017,S1,CL,DAY,F,3,0,20,14,5,2,3.52,3.65
FIT2096,2017,S1,CL,DAY,F,4,0,19,1,0,0,4.56,4.64
FIT2096,2017,S1,CL,DAY,F,5,0,16,13,2,0,3.06,3.50
FIT5057,2017,S1,CA,DAY,U,1,39,66,11,2,0,4.20,4.20
FIT5057,2017,S1,CA,DAY,U,2,38,57,16,4,3,4.04,4.13
FIT5057,2017,S1,CA,DAY,U,3,40,64,10,4,0,4.19,4.20
FIT5057,2017,S1,CA,DAY,U,4,45,55,14,3,1,4.19,4.25
FIT5057,2017,S1,CA,DAY,U,5,39,54,20,3,1,4.09,4.14
FIT5057,2017,S1,CA,DAY,U,6,44,49,18,4,3,4.08,4.19
FIT5057,2017,S1,CA,DAY,U,7,55,52,8,3,0,4.35,4.42
FIT5057,2017,S1,CA,DAY,U,8,41,54,16,6,1,4.08,4.17
FIT5057,2017,S1,CA,DAY,F,1,0,68,4,1,0,4.32,4.28
FIT5057,2017,S1,CA,DAY,F,2,0,56,20,4,0,4.08,4.13
FIT5057,2017,S1,CA,DAY,F,3,0,66,13,7,2,3.98,4.07
FIT5057,2017,S1,CA,DAY,F,4,0,55,14,5,5,4.01,4.15
FIT5057,2017,S1,CA,DAY,F,5,0,49,23,3,2,3.96,4.08
FIT5057,2017,S1,CA,ONLINE,U,1,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,U,2,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,U,3,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,U,4,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,U,5,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,U,6,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,U,7,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,U,8,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,F,1,0,2,0,0,0,4.00,4.00
FIT5057,2017,S1,CA,ONLINE,F,2,0,1,0,0,0,4.50,4.50
FIT5057,2017,S1,CA,ONLINE,F,3,0,1,0,0,0,4.50,4.50
FIT5057,2017,S1,CA,ONLINE,F,4,0,1,0,0,0,4.50,4.50
FIT5057,2017,S1,CA,ONLINE,F,5,0,2,0,0,0,4.00,4.00
FIT1008,2017,S2,CL,DAY,U,1,38,41,6,3,1,4.26,4.34
FIT1008,2017,S2,CL,DAY,U,2,30,32,12,14,0,3.89,4.06
FIT1008,2017,S2,CL,DAY,U,3,43,38,3,4,0,4.36,4.47
FIT1008,2017,S2,CL,DAY,U,4,26,36,15,8,3,3.84,4.00
FIT1008,2017,S2,CL,DAY,U,5,32,45,8,1,1,4.22,4.24
FIT1008,2017,S2,CL,DAY,U,6,35,45,6,2,0,4.28,4.30
FIT1008,2017,S2,CL,DAY,U,7,43,39,6,1,0,4.39,4.46
FIT1008,2017,S2,CL,DAY,U,8,37,39,7,4,2,4.18,4.31
FIT1008,2017,S2,CL,DAY,F,1,0,45,3,3,0,4.33,4.36
