unit,year,semester,campus,mode,aspect_type,aspect,strong_agree,agree,neutral,disagree,strong_disagree,mean,median
FIT2073,2018,S2,CL,ON-CAMPUS,U,5,18,23,10,0,0,4.16,4.17
FIT2073,2018,S2,CL,ON-CAMPUS,U,6,20,24,7,0,0,4.25,4.27
FIT2073,2018,S2,CL,ON-CAMPUS,U,7,25,20,6,0,0,4.37,4.48
FIT2073,2018,S2,CL,ON-CAMPUS,U,8,20,21,9,1,0,4.18,4.24
FIT2073,2018,S2,CL,ON-CAMPUS,F,1,0,24,5,0,0,4.25,4.33
FIT2073,2018,S2,CL,ON-CAMPUS,F,2,0,23,12,0,0,3.90,4.02
FIT2073,2018,S2,CL,ON-CAMPUS,F,3,0,26,9,2,0,3.94,4.04
FIT2073,2018,S2,CL,ON-CAMPUS,F,4,0,21,8,3,0,4.02,4.17
FIT2073,2018,S2,CL,ON-CAMPUS,F,5,0,18,12,3,0,3.35,3.72
FIT5057,2018,S2,CA,ON-CAMPUS,U,1,123,137,45,15,5,4.10,4.21
FIT5057,2018,S2,CA,ON-CAMPUS,U,2,106,137,45,23,13,3.93,4.09
FIT5057,2018,S2,CA,ON-CAMPUS,U,3,116,149,41,13,5,4.10,4.19
FIT5057,2018,S2,CA,ON-CAMPUS,U,4,118,130,44,25,5,4.03,4.17
FIT5057,2018,S2,CA,ON-CAMPUS,U,5,125,136,45,12,4,4.14,4.24
FIT5057,2018,S2,CA,ON-CAMPUS,U,6,121,136,47,16,3,4.10,4.20
FIT5057,2018,S2,CA,ON-CAMPUS,U,7,147,138,30,8,2,4.29,4.39
FIT5057,2018,S2,CA,ON-CAMPUS,U,8,109,131,52,19,12,3.95,4.10
FIT5057,2018,S2,CA,ON-CAMPUS,F,1,0,143,31,5,2,4.28,4.36
FIT5057,2018,S2,CA,ON-CAMPUS,F,2,0,141,56,7,3,4.09,4.17
FIT5057,2018,S2,CA,ON-CAMPUS,F,3,0,125,58,26,14,3.83,4.00
FIT5057,2018,S2,CA,ON-CAMPUS,F,4,0,133,44,18,8,4.04,4.18
FIT5057,2018,S2,CA,ON-CAMPUS,F,5,0,121,54,12,1,4.11,4.26
FIT5057,2018,S2,MA,ON-CAMPUS,U,1,6,6,3,0,1,4.00,4.17
FIT5057,2018,S2,MA,ON-CAMPUS,U,2,6,8,1,0,1,4.13,4.25
FIT5057,2018,S2,MA,ON-CAMPUS,U,3,7,6,2,1,0,4.19,4.33
FIT5057,2018,S2,MA,ON-CAMPUS,U,4,6,6,3,0,1,4.00,4.17
FIT5057,2018,S2,MA,ON-CAMPUS,U,5,6,7,2,1,0,4.13,4.21
FIT5057,2018,S2,MA,ON-CAMPUS,U,6,4,8,3,1,0,3.94,4.00
FIT5057,2018,S2,MA,ON-CAMPUS,U,7,6,10,0,0,0,4.38,4.30
FIT5057,2018,S2,MA,ON-CAMPUS,U,8,6,7,2,0,1,4.06,4.21
FIT5057,2018,S2,MA,ON-CAMPUS,F,1,0,10,1,0,0,4.25,4.20
FIT5057,2018,S2,MA,ON-CAMPUS,F,2,0,10,2,0,0,4.13,4.10
FIT5057,2018,S2,MA,ON-CAMPUS,F,3,0,8,2,4,1,3.25,3.63
FIT5057,2018,S2,MA,ON-CAMPUS,F,4,0,8,3,1,1,3.69,3.88
FIT5057,2018,S2,MA,ON-CAMPUS,F,5,0,6,5,0,1,3.75,3.83
FIT1045,2019,OCT,MA,ON-CAMPUS,U,1,8,16,5,3,0,3.91,4.00
FIT1045,2019,OCT,MA,ON-CAMPUS,U,2,7,9,10,5,1,3.50,3.50
FIT1045,2019,OCT,MA,ON-CAMPUS,U,3,7,16,8,1,0,3.91,3.94
FIT1045,2019,OCT,MA,ON-CAMPUS,U,4,4,9,15,2,0,3.50,3.37
FIT1045,2019,OCT,MA,ON-CAMPUS,U,5,5,12,10,4,0,3.58,3.63
FIT1045,2019,OCT,MA,ON-CAMPUS,U,6,5,17,7,1,0,3.87,3.91
FIT1045,2019,OCT,MA,ON-CAMPUS,U,7,11,14,6,0,1,4.06,4.14
FIT1045,2019,OCT,MA,ON-CAMPUS,U,8,4,16,7,4,1,3.56,3.75
FIT1045,2019,OCT,MA,ON-CAMPUS,F,1,5,20,7,0,0,3.94,3.95
FIT1045,2019,OCT,MA,ON-CAMPUS,F,2,2,13,13,3,0,3.45,3.46
FIT1045,2019,OCT,MA,ON-CAMPUS,F,3,4,8,10,7,3,3.09,3.10
FIT1045,2019,OCT,MA,ON-CAMPUS,F,4,7,16,7,2,0,3.88,3.94
FIT1045,2019,OCT,MA,ON-CAMPUS,F,5,3,4,18,3,1,3.17,3.08
FIT5057,2019,SSB,CA,ON-CAMPUS,U,1,38,61,13,11,6,3.88,4.07
FIT5057,2019,SSB,CA,ON-CAMPUS,U,2,36,43,24,14,12,3.60,3.84
FIT5057,2019,SSB,CA,ON-CAMPUS,U,3,41,54,21,8,3,3.96,4.08
FIT5057,2019,SSB,CA,ON-CAMPUS,U,4,42,45,20,8,10,3.81,4.04
FIT5057,2019,SSB,CA,ON-CAMPUS,U,5,43,54,19,9,3,3.98,4.11
FIT5057,2019,SSB,CA,ON-CAMPUS,U,6,40,54,24,5,4,3.95,4.06
FIT5057,2019,SSB,CA,ON-CAMPUS,U,7,53,59,11,1,3,4.24,4.32
FIT5057,2019,SSB,CA,ON-CAMPUS,U,8,38,48,22,12,7,3.77,3.97
FIT5057,2019,SSB,CA,ON-CAMPUS,F,1,44,66,16,3,0,4.17,4.19
FIT5057,2019,SSB,CA,ON-CAMPUS,F,2,42,57,24,4,2,4.03,4.11
FIT5057,2019,SSB,CA,ON-CAMPUS,F,3,32,47,34,5,10,3.67,3.82
FIT5057,2019,SSB,CA,ON-CAMPUS,F,4,36,60,22,5,6,3.89,4.03
FIT5057,2019,SSB,CA,ON-CAMPUS,F,5,38,55,27,5,4,3.91,4.02
FIT1008,2019,S1,CL,ON-CAMPUS,U,1,20,31,8,2,0,4.13,4.16
FIT1008,2019,S1,CL,ON-CAMPUS,U,2,18,16,13,9,5,3.54,3.72
FIT1008,2019,S1,CL,ON-CAMPUS,U,3,20,27,10,2,1,4.05,4.13
FIT1008,2019,S1,CL,ON-CAMPUS,U,4,12,24,16,4,5,3.56,3.73
FIT1008,2019,S1,CL,ON-CAMPUS,U,5,14,27,13,4,2,3.78,3.91
FIT1008,2019,S1,CL,ON-CAMPUS,U,6,19,27,10,2,2,3.98,4.09
FIT1008,2019,S1,CL,ON-CAMPUS,U,7,25,24,11,0,1,4.18,4.27
FIT1008,2019,S1,CL,ON-CAMPUS,U,8,16,21,14,4,6,3.61,3.81
FIT1008,2019,S1,CL,ON-CAMPUS,F,1,19,34,4,2,1,4.13,4.18
FIT1008,2019,S1,CL,ON-CAMPUS,F,2,13,31,12,2,1,3.90,3.97
FIT1008,2019,S1,CL,ON-CAMPUS,F,3,11,19,16,13,2,3.39,3.47
FIT1008,2019,S1,CL,ON-CAMPUS,F,4,19,26,10,4,2,3.92,4.06
FIT1008,2019,S1,CL,ON-CAMPUS,F,5,9,14,24,6,4,3.32,3.27
FIT1008,2019,S1,MA,ON-CAMPUS,U,1,7,36,6,3,0,3.90,3.97
FIT1008,2019,S1,MA,ON-CAMPUS,U,2,5,17,12,13,5,3.08,3.17
FIT1008,2019,S1,MA,ON-CAMPUS,U,3,9,27,12,2,1,3.80,3.89
FIT1008,2019,S1,MA,ON-CAMPUS,U,4,6,29,13,3,1,3.69,3.81
FIT1008,2019,S1,MA,ON-CAMPUS,U,5,8,26,13,4,0,3.75,3.83
FIT1008,2019,S1,MA,ON-CAMPUS,U,6,8,29,10,4,0,3.80,3.90
FIT1008,2019,S1,MA,ON-CAMPUS,U,7,18,27,5,2,0,4.17,4.20
FIT1008,2019,S1,MA,ON-CAMPUS,U,8,9,22,14,4,2,3.63,3.75
FIT1008,2019,S1,MA,ON-CAMPUS,F,1,8,33,8,3,0,3.88,3.95
FIT1008,2019,S1,MA,ON-CAMPUS,F,2,9,22,19,1,0,3.76,3.75
FIT1008,2019,S1,MA,ON-CAMPUS,F,3,4,22,12,9,5,3.21,3.50
FIT1008,2019,S1,MA,ON-CAMPUS,F,4,10,27,10,3,2,3.77,3.91
FIT1008,2019,S1,MA,ON-CAMPUS,F,5,3,10,30,6,0,3.20,3.12
FIT1033,2019,S1,CL,ESP-EC,U,1,2,4,0,0,0,4.33,4.25
FIT1033,2019,S1,CL,ESP-EC,U,2,3,3,0,0,0,4.50,4.50
FIT1033,2019,S1,CL,ESP-EC,U,3,4,2,0,0,0,4.67,4.75
FIT1033,2019,S1,CL,ESP-EC,U,4,3,3,0,0,0,4.50,4.50
FIT1033,2019,S1,CL,ESP-EC,U,5,2,4,0,0,0,4.33,4.25
FIT1033,2019,S1,CL,ESP-EC,U,6,3,2,1,0,0,4.33,4.50
FIT1033,2019,S1,CL,ESP-EC,U,7,3,2,1,0,0,4.33,4.50
FIT1033,2019,S1,CL,ESP-EC,U,8,4,2,0,0,0,4.67,4.75
FIT1033,2019,S1,CL,ESP-EC,F,1,3,3,0,0,0,4.50,4.50
FIT1033,2019,S1,CL,ESP-EC,F,2,4,2,0,0,0,4.67,4.75
FIT1033,2019,S1,CL,ESP-EC,F,3,2,2,1,1,0,3.83,4.00
FIT1033,2019,S1,CL,ESP-EC,F,4,3,3,0,0,0,4.50,4.50
FIT1033,2019,S1,CL,ESP-EC,F,5,0,2,2,1,0,3.20,3.25
FIT1033,2019,S1,CL,ON-CAMPUS,U,1,88,51,16,2,0,4.43,4.61
FIT1033,2019,S1,CL,ON-CAMPUS,U,2,71,70,15,0,1,4.34,4.39
FIT1033,2019,S1,CL,ON-CAMPUS,U,3,84,61,8,2,0,4.46,4.58
FIT1033,2019,S1,CL,ON-CAMPUS,U,4,76,58,19,4,0,4.31,4.46
FIT1033,2019,S1,CL,ON-CAMPUS,U,5,78,57,19,2,0,4.35,4.50
FIT1033,2019,S1,CL,ON-CAMPUS,U,6,79,66,11,0,0,4.44,4.51
FIT1033,2019,S1,CL,ON-CAMPUS,U,7,82,54,16,2,0,4.40,4.56
FIT1033,2019,S1,CL,ON-CAMPUS,U,8,83,54,18,1,1,4.38,4.55
FIT1033,2019,S1,CL,ON-CAMPUS,F,1,84,62,8,1,0,4.48,4.58
FIT1033,2019,S1,CL,ON-CAMPUS,F,2,70,67,15,4,0,4.30,4.38
FIT1033,2019,S1,CL,ON-CAMPUS,F,3,42,67,35,10,3,3.86,3.96
FIT1033,2019,S1,CL,ON-CAMPUS,F,4,86,58,10,2,0,4.46,4.59
FIT1033,2019,S1,CL,ON-CAMPUS,F,5,44,37,52,11,1,3.77,3.73
FIT1045,2019,S1,CL,ON-CAMPUS,U,1,68,167,66,26,11,3.75,3.90
FIT1045,2019,S1,CL,ON-CAMPUS,U,2,82,146,67,31,12,3.75,3.90
FIT1045,2019,S1,CL,ON-CAMPUS,U,3,85,170,50,19,13,3.88,4.01
FIT1045,2019,S1,CL,ON-CAMPUS,U,4,55,120,100,39,22,3.44,3.56
FIT1045,2019,S1,CL,ON-CAMPUS,U,5,64,120,90,44,16,3.51,3.64
FIT1045,2019,S1,CL,ON-CAMPUS,U,6,83,160,61,25,8,3.85,3.97
FIT1045,2019,S1,CL,ON-CAMPUS,U,7,130,147,41,11,10,4.11,4.23
FIT1045,2019,S1,CL,ON-CAMPUS,U,8,71,139,72,30,26,3.59,3.79
FIT1045,2019,S1,CL,ON-CAMPUS,F,1,96,175,49,14,4,4.02,4.08
FIT1045,2019,S1,CL,ON-CAMPUS,F,2,62,114,101,43,14,3.50,3.58
FIT1045,2019,S1,CL,ON-CAMPUS,F,3,67,114,75,47,34,3.39,3.61
FIT1045,2019,S1,CL,ON-CAMPUS,F,4,110,155,44,17,12,3.99,4.12
FIT1045,2019,S1,CL,ON-CAMPUS,F,5,29,90,112,51,17,3.21,3.23
FIT1045,2019,S1,MA,ON-CAMPUS,U,1,16,48,26,11,3,3.61,3.75
FIT1045,2019,S1,MA,ON-CAMPUS,U,2,21,46,22,10,5,3.65,3.83
FIT1045,2019,S1,MA,ON-CAMPUS,U,3,24,47,23,8,2,3.80,3.90
FIT1045,2019,S1,MA,ON-CAMPUS,U,4,12,44,34,7,2,3.58,3.65
FIT1045,2019,S1,MA,ON-CAMPUS,U,5,15,45,32,9,3,3.58,3.68
FIT1045,2019,S1,MA,ON-CAMPUS,U,6,23,47,25,5,2,3.82,3.90
FIT1045,2019,S1,MA,ON-CAMPUS,U,7,32,56,13,2,0,4.15,4.15
FIT1045,2019,S1,MA,ON-CAMPUS,U,8,16,46,29,5,6,3.60,3.74
FIT1045,2019,S1,MA,ON-CAMPUS,F,1,23,55,23,2,0,3.96,3.98
FIT1045,2019,S1,MA,ON-CAMPUS,F,2,13,39,33,11,6,3.41,3.53
FIT1045,2019,S1,MA,ON-CAMPUS,F,3,11,28,30,24,11,3.04,3.07
FIT1045,2019,S1,MA,ON-CAMPUS,F,4,22,51,18,11,1,3.80,3.92
FIT1045,2019,S1,MA,ON-CAMPUS,F,5,5,24,40,16,5,3.09,3.10
FIT1053,2019,S1,CL,ON-CAMPUS,U,1,10,10,3,0,0,4.30,4.35
FIT1053,2019,S1,CL,ON-CAMPUS,U,2,8,15,0,0,0,4.35,4.27
FIT1053,2019,S1,CL,ON-CAMPUS,U,3,14,6,3,0,0,4.48,4.68
FIT1053,2019,S1,CL,ON-CAMPUS,U,4,11,6,5,0,1,4.13,4.42
FIT1053,2019,S1,CL,ON-CAMPUS,U,5,10,7,4,2,0,4.09,4.29
FIT1053,2019,S1,CL,ON-CAMPUS,U,6,11,8,3,1,0,4.26,4.44
FIT1053,2019,S1,CL,ON-CAMPUS,U,7,14,8,0,0,1,4.48,4.68
FIT1053,2019,S1,CL,ON-CAMPUS,U,8,10,8,4,0,1,4.13,4.31
FIT1053,2019,S1,CL,ON-CAMPUS,F,1,14,9,0,0,0,4.61,4.68
FIT1053,2019,S1,CL,ON-CAMPUS,F,2,6,10,4,2,0,3.91,4.00
FIT1053,2019,S1,CL,ON-CAMPUS,F,3,7,8,5,2,1,3.78,3.94
FIT1053,2019,S1,CL,ON-CAMPUS,F,4,14,5,3,1,0,4.39,4.68
FIT1053,2019,S1,CL,ON-CAMPUS,F,5,4,9,5,3,1,3.55,3.72
FIT2096,2019,S1,CL,ON-CAMPUS,U,1,11,11,2,2,1,4.07,4.27
FIT2096,2019,S1,CL,ON-CAMPUS,U,2,7,13,6,1,0,3.96,4.00
FIT2096,2019,S1,CL,ON-CAMPUS,U,3,8,15,3,1,0,4.11,4.13
FIT2096,2019,S1,CL,ON-CAMPUS,U,4,6,10,4,5,2,3.48,3.75
FIT2096,2019,S1,CL,ON-CAMPUS,U,5,6,14,3,1,2,3.81,4.00
FIT2096,2019,S1,CL,ON-CAMPUS,U,6,10,12,3,2,0,4.11,4.21
FIT2096,2019,S1,CL,ON-CAMPUS,U,7,10,13,4,0,0,4.22,4.23
FIT2096,2019,S1,CL,ON-CAMPUS,U,8,9,10,6,1,1,3.93,4.05
FIT2096,2019,S1,CL,ON-CAMPUS,F,1,13,9,4,1,0,4.26,4.44
FIT2096,2019,S1,CL,ON-CAMPUS,F,2,8,11,5,1,1,3.92,4.05
FIT2096,2019,S1,CL,ON-CAMPUS,F,3,7,10,7,2,0,3.85,3.90
FIT2096,2019,S1,CL,ON-CAMPUS,F,4,10,12,4,0,1,4.11,4.21
FIT2096,2019,S1,CL,ON-CAMPUS,F,5,5,8,9,2,0,3.67,3.63
FIT5057,2019,S1,CA,ON-CAMPUS,U,1,80,113,34,9,4,4.07,4.15
FIT5057,2019,S1,CA,ON-CAMPUS,U,2,66,101,46,14,13,3.80,3.97
FIT5057,2019,S1,CA,ON-CAMPUS,U,3,68,113,42,11,5,3.95,4.04
FIT5057,2019,S1,CA,ON-CAMPUS,U,4,68,103,43,13,13,3.83,4.00
FIT5057,2019,S1,CA,ON-CAMPUS,U,5,70,117,32,12,8,3.96,4.08
FIT5057,2019,S1,CA,ON-CAMPUS,U,6,71,106,43,12,7,3.93,4.04
FIT5057,2019,S1,CA,ON-CAMPUS,U,7,93,121,20,4,3,4.23,4.27
FIT5057,2019,S1,CA,ON-CAMPUS,U,8,70,98,47,16,10,3.84,3.98
FIT5057,2019,S1,CA,ON-CAMPUS,F,1,77,131,29,2,1,4.17,4.17
FIT5057,2019,S1,CA,ON-CAMPUS,F,2,71,110,44,12,3,3.98,4.05
FIT5057,2019,S1,CA,ON-CAMPUS,F,3,50,81,58,29,22,3.45,3.64
FIT5057,2019,S1,CA,ON-CAMPUS,F,4,65,98,53,14,10,3.81,3.94
FIT5057,2019,S1,CA,ON-CAMPUS,F,5,67,112,51,4,6,3.96,4.03
FIT1008,2019,S2,CL,ON-CAMPUS,U,1,33,51,22,11,4,3.81,3.96
FIT1008,2019,S2,CL,ON-CAMPUS,U,2,18,44,23,22,13,3.27,3.55
FIT1008,2019,S2,CL,ON-CAMPUS,U,3,32,49,29,9,2,3.83,3.92
FIT1008,2019,S2,CL,ON-CAMPUS,U,4,21,37,33,22,7,3.36,3.44
FIT1008,2019,S2,CL,ON-CAMPUS,U,5,28,49,32,8,4,3.74,3.84
FIT1008,2019,S2,CL,ON-CAMPUS,U,6,37,46,31,5,2,3.92,3.99
FIT1008,2019,S2,CL,ON-CAMPUS,U,7,51,50,14,4,1,4.22,4.32
FIT1008,2019,S2,CL,ON-CAMPUS,U,8,23,50,25,11,11,3.53,3.76
FIT1008,2019,S2,CL,ON-CAMPUS,F,1,36,64,18,2,1,4.09,4.12
FIT1008,2019,S2,CL,ON-CAMPUS,F,2,26,46,30,14,2,3.68,3.78
FIT1008,2019,S2,CL,ON-CAMPUS,F,3,19,42,28,16,16,3.26,3.51
FIT1008,2019,S2,CL,ON-CAMPUS,F,4,41,47,26,4,2,4.01,4.10
FIT1008,2019,S2,CL,ON-CAMPUS,F,5,18,32,51,7,4,3.47,3.38
FIT1008,2019,S2,MA,ON-CAMPUS,U,1,6,17,8,3,1,3.69,3.82
FIT1008,2019,S2,MA,ON-CAMPUS,U,2,3,11,10,9,2,3.11,3.15
FIT1008,2019,S2,MA,ON-CAMPUS,U,3,4,20,8,2,1,3.69,3.83
FIT1008,2019,S2,MA,ON-CAMPUS,U,4,4,18,11,0,2,3.63,3.75
FIT1008,2019,S2,MA,ON-CAMPUS,U,5,4,16,10,2,3,3.46,3.66
FIT1008,2019,S2,MA,ON-CAMPUS,U,6,4,16,9,1,2,3.59,3.75
FIT1008,2019,S2,MA,ON-CAMPUS,U,7,12,15,6,1,0,4.12,4.17
FIT1008,2019,S2,MA,ON-CAMPUS,U,8,4,18,8,4,1,3.57,3.75
FIT1008,2019,S2,MA,ON-CAMPUS,F,1,7,21,6,1,0,3.97,4.00
FIT1008,2019,S2,MA,ON-CAMPUS,F,2,4,17,7,6,1,3.49,3.71
FIT1008,2019,S2,MA,ON-CAMPUS,F,3,3,8,9,11,4,2.86,2.78
FIT1008,2019,S2,MA,ON-CAMPUS,F,4,7,17,6,4,1,3.71,3.88
FIT1008,2019,S2,MA,ON-CAMPUS,F,5,2,11,16,4,0,3.33,3.28
FIT1045,2019,S2,CL,ON-CAMPUS,U,1,49,61,21,2,5,4.07,4.17
FIT1045,2019,S2,CL,ON-CAMPUS,U,2,45,57,27,7,3,3.96,4.07
FIT1045,2019,S2,CL,ON-CAMPUS,U,3,55,58,13,7,6,4.07,4.25
FIT1045,2019,S2,CL,ON-CAMPUS,U,4,34,50,37,13,5,3.68,3.79
FIT1045,2019,S2,CL,ON-CAMPUS,U,5,38,48,37,10,5,3.75,3.85
FIT1045,2019,S2,CL,ON-CAMPUS,U,6,44,63,21,7,4,3.98,4.10
FIT1045,2019,S2,CL,ON-CAMPUS,U,7,63,55,15,4,2,4.24,4.38
FIT1045,2019,S2,CL,ON-CAMPUS,U,8,40,63,19,8,9,3.84,4.03
FIT1045,2019,S2,CL,ON-CAMPUS,F,1,48,69,19,3,1,4.14,4.18
FIT1045,2019,S2,CL,ON-CAMPUS,F,2,31,55,34,16,2,3.70,3.81
FIT1045,2019,S2,CL,ON-CAMPUS,F,3,28,58,27,13,13,3.54,3.78
FIT1045,2019,S2,CL,ON-CAMPUS,F,4,43,65,20,7,4,3.98,4.09
FIT1045,2019,S2,CL,ON-CAMPUS,F,5,20,36,51,11,4,3.47,3.40
FIT1045,2019,S2,MA,ON-CAMPUS,U,1,16,19,12,4,0,3.92,4.00
FIT1045,2019,S2,MA,ON-CAMPUS,U,2,18,19,11,3,0,4.02,4.11
FIT1045,2019,S2,MA,ON-CAMPUS,U,3,14,21,13,2,1,3.88,3.95
FIT1045,2019,S2,MA,ON-CAMPUS,U,4,8,19,16,6,1,3.54,3.61
FIT1045,2019,S2,MA,ON-CAMPUS,U,5,7,25,13,4,2,3.61,3.76
FIT1045,2019,S2,MA,ON-CAMPUS,U,6,13,25,9,3,1,3.90,4.00
FIT1045,2019,S2,MA,ON-CAMPUS,U,7,22,17,10,2,0,4.16,4.29
FIT1045,2019,S2,MA,ON-CAMPUS,U,8,12,22,12,3,1,3.82,3.91
FIT1045,2019,S2,MA,ON-CAMPUS,F,1,17,24,9,1,0,4.12,4.15
FIT1045,2019,S2,MA,ON-CAMPUS,F,2,11,26,10,1,3,3.80,3.94
FIT1045,2019,S2,MA,ON-CAMPUS,F,3,6,18,20,5,2,3.41,3.43
FIT1045,2019,S2,MA,ON-CAMPUS,F,4,10,27,9,3,2,3.78,3.93
FIT1045,2019,S2,MA,ON-CAMPUS,F,5,4,14,23,4,2,3.30,3.26
FIT1054,2019,S2,CL,ON-CAMPUS,U,1,2,10,4,2,0,3.67,3.80
FIT1054,2019,S2,CL,ON-CAMPUS,U,2,1,8,4,5,1,3.16,3.38
FIT1054,2019,S2,CL,ON-CAMPUS,U,3,4,9,2,2,1,3.72,3.94
FIT1054,2019,S2,CL,ON-CAMPUS,U,4,4,7,4,2,1,3.61,3.79
FIT1054,2019,S2,CL,ON-CAMPUS,U,5,4,8,4,2,1,3.63,3.81
FIT1054,2019,S2,CL,ON-CAMPUS,U,6,5,7,3,4,0,3.68,3.86
FIT1054,2019,S2,CL,ON-CAMPUS,U,7,9,8,1,1,0,4.32,4.44
FIT1054,2019,S2,CL,ON-CAMPUS,U,8,4,7,5,2,1,3.58,3.71
FIT1054,2019,S2,CL,ON-CAMPUS,F,1,5,11,0,3,0,3.95,4.09
FIT1054,2019,S2,CL,ON-CAMPUS,F,2,3,9,4,3,0,3.63,3.78
FIT1054,2019,S2,CL,ON-CAMPUS,F,3,1,9,5,2,2,3.26,3.56
FIT1054,2019,S2,CL,ON-CAMPUS,F,4,3,9,2,2,3,3.37,3.78
FIT1054,2019,S2,CL,ON-CAMPUS,F,5,0,2,9,3,1,2.80,2.89
FIT2073,2019,S2,CL,ON-CAMPUS,U,1,36,13,4,1,0,4.56,4.75
FIT2073,2019,S2,CL,ON-CAMPUS,U,2,31,16,7,1,0,4.40,4.61
FIT2073,2019,S2,CL,ON-CAMPUS,U,3,35,12,6,2,0,4.45,4.71
FIT2073,2019,S2,CL,ON-CAMPUS,U,4,33,10,8,2,0,4.40,4.70
FIT2073,2019,S2,CL,ON-CAMPUS,U,5,35,11,5,2,1,4.43,4.73
FIT2073,2019,S2,CL,ON-CAMPUS,U,6,39,10,5,1,0,4.58,4.79
FIT2073,2019,S2,CL,ON-CAMPUS,U,7,35,14,5,0,0,4.56,4.73
FIT2073,2019,S2,CL,ON-CAMPUS,U,8,35,13,4,3,0,4.45,4.71
FIT2073,2019,S2,CL,ON-CAMPUS,F,1,35,13,6,1,0,4.49,4.71
FIT2073,2019,S2,CL,ON-CAMPUS,F,2,24,18,12,0,0,4.22,4.33
FIT2073,2019,S2,CL,ON-CAMPUS,F,3,27,15,9,1,3,4.13,4.47
FIT2073,2019,S2,CL,ON-CAMPUS,F,4,35,10,8,1,0,4.46,4.73
FIT2073,2019,S2,CL,ON-CAMPUS,F,5,22,8,17,2,0,4.02,4.19
FIT5057,2019,S2,CA,ON-CAMPUS,U,1,121,124,40,10,5,4.15,4.27
FIT5057,2019,S2,CA,ON-CAMPUS,U,2,117,115,37,18,13,4.02,4.21
FIT5057,2019,S2,CA,ON-CAMPUS,U,3,125,125,38,7,4,4.20,4.30
FIT5057,2019,S2,CA,ON-CAMPUS,U,4,119,126,36,11,8,4.12,4.25
FIT5057,2019,S2,CA,ON-CAMPUS,U,5,126,123,34,12,4,4.19,4.31
FIT5057,2019,S2,CA,ON-CAMPUS,U,6,128,126,31,4,8,4.22,4.34
FIT5057,2019,S2,CA,ON-CAMPUS,U,7,159,110,24,5,2,4.40,4.56
FIT5057,2019,S2,CA,ON-CAMPUS,U,8,121,115,37,12,13,4.07,4.26
FIT5057,2019,S2,CA,ON-CAMPUS,F,1,135,133,25,4,3,4.31,4.39
FIT5057,2019,S2,CA,ON-CAMPUS,F,2,133,115,41,6,4,4.23,4.36
FIT5057,2019,S2,CA,ON-CAMPUS,F,3,109,109,49,18,16,3.92,4.12
FIT5057,2019,S2,CA,ON-CAMPUS,F,4,125,119,34,14,9,4.12,4.29
FIT5057,2019,S2,CA,ON-CAMPUS,F,5,124,120,37,9,7,4.16,4.30
FIT5057,2019,S2,MA,ON-CAMPUS,U,1,3,10,0,1,1,3.87,4.05
FIT5057,2019,S2,MA,ON-CAMPUS,U,2,3,5,1,4,2,3.20,3.60
FIT5057,2019,S2,MA,ON-CAMPUS,U,3,4,5,6,0,0,3.87,3.80
FIT5057,2019,S2,MA,ON-CAMPUS,U,4,2,7,4,1,0,3.71,3.79
FIT5057,2019,S2,MA,ON-CAMPUS,U,5,3,9,1,1,0,4.00,4.06
FIT5057,2019,S2,MA,ON-CAMPUS,U,6,4,8,2,1,0,4.00,4.06
FIT5057,2019,S2,MA,ON-CAMPUS,U,7,8,6,1,0,0,4.47,4.56
FIT5057,2019,S2,MA,ON-CAMPUS,U,8,3,5,4,3,0,3.53,3.60
FIT5057,2019,S2,MA,ON-CAMPUS,F,1,5,10,0,0,0,4.33,4.25
FIT5057,2019,S2,MA,ON-CAMPUS,F,2,4,8,3,0,0,4.07,4.06
FIT5057,2019,S2,MA,ON-CAMPUS,F,3,2,4,0,5,4,2.67,2.20
FIT5057,2019,S2,MA,ON-CAMPUS,F,4,2,9,3,1,0,3.80,3.89
FIT5057,2019,S2,MA,ON-CAMPUS,F,5,2,7,4,1,1,3.53,3.71
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,1,3,5,2,1,2,3.46,3.80
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,2,2,4,2,3,2,3.08,3.25
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,3,2,5,3,2,1,3.38,3.60
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,4,1,5,4,1,1,3.33,3.50
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,5,2,5,3,2,1,3.38,3.60
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,6,2,7,2,1,1,3.62,3.86
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,7,1,6,4,1,1,3.38,3.58
FIT1008,2020,NOV12,CL,ON-CAMPUS,U,8,2,4,3,3,1,3.23,3.33
FIT1008,2020,NOV12,CL,ON-CAMPUS,F,1,2,9,0,0,2,3.69,4.00
FIT1008,2020,NOV12,CL,ON-CAMPUS,F,2,1,7,2,1,2,3.31,3.71
FIT1008,2020,NOV12,CL,ON-CAMPUS,F,3,1,6,1,2,3,3.00,3.58
FIT1008,2020,NOV12,CL,ON-CAMPUS,F,4,2,6,3,0,2,3.46,3.75
FIT1008,2020,NOV12,CL,ON-CAMPUS,F,5,1,6,3,1,2,3.23,3.58
FIT1045,2020,NOV12,CL,ON-CAMPUS,U,1,9,20,7,3,0,3.90,3.98
